
Geneid	SRR28411569	SRR28411570	SRR28411571	SRR28411572
YGL008C	293742	248596	410841	428283
YGR115C	0	0	0	0
YGR108W	5257	4696	3447	4625
YGR218W	18723	15781	5365	9364
YGR205W	2529	1823	2164	2599
YGL073W	1047	900	393	642
YGL009C	18115	16043	10981	13155
YGL095C	1423	1383	635	1030
YGL137W	16201	13665	15915	15555
YGL214W	17	23	1	23
YGR105W	904	906	433	984
YGR001C	881	757	794	865
tK(UUU)G1	12	15	6	10
YGL217C	15	5	1	9
YGL173C	24176	20243	14502	17407
YGL086W	1011	899	699	979
YGR223C	1124	935	447	557
tS(AGA)G	6	4	0	2
YGR077C	2752	2240	973	1580
YGL052W	247	188	77	152
YGR285C	10180	8608	13487	9655
YGL080W	1076	883	329	695
YGL207W	9411	8578	5168	6770
YGR261C	3700	3238	2699	3866
YGR226C	0	0	0	0
YGL140C	6137	5174	3847	5500
YGL078C	2081	1908	3850	4536
YGL199C	0	0	0	0
YGR164W	24	14	8	23
YGR150C	1453	1212	765	997
YGL006W-A	66	65	26	23
YGR196C	1463	1179	912	1115
YGL197W	2629	2026	766	1384
YGR136W	1640	1430	410	665
YGR153W	115	92	41	68
YGL159W	832	817	530	848
YGR286C	1132	909	1437	1217
YGL254W	760	673	539	610
tH(GUG)G1	4	4	4	5
YGR023W	58	18	15	23
snR48	96	165	34	42
YGL063W	388	252	249	304
YGL154C	779	741	381	536
YGL035C	1250	1058	779	1049
YGR009C	847	674	582	811
YGR034W	14562	12612	22036	27276
YGL064C	375	464	277	502
YGR118W	10795	8739	12208	17759
YGR277C	777	691	489	629
YGR232W	2398	2021	845	1653
YGR227W	1101	873	290	750
YGL142C	4133	3872	1944	2959
YGL143C	931	789	852	905
YGR222W	798	724	522	879
YGL045W	1065	1031	177	303
YGL253W	67144	50977	76680	76934
YGR257C	2246	2166	1136	1805
YGL131C	1871	1689	1225	1492
YGR064W	8	12	10	13
YGR263C	1277	1093	677	1052
YGL049C	1939	1509	1324	1705
YGR296C-B	0	0	0	0
YGL202W	25259	22805	21406	21697
YGL258W-A	175	150	38	57
YGR133W	539	557	349	534
YGR109C	261	259	175	234
YGR037C	2891	2833	1379	3860
YGL077C	5443	5204	3968	5797
YGR111W	3160	2826	1626	2178
YGR016W	242	172	118	129
YGR245C	744	674	1266	1901
YGR287C	375	296	345	278
YGL244W	313	241	214	302
YGL057C	773	700	611	611
YGL187C	10693	10148	1827	3676
YGR180C	30561	26134	22038	24074
YGR116W	5215	4541	4485	5674
YGL181W	1616	1378	735	774
YGR202C	1324	1016	989	1028
YGL127C	260	248	104	210
YGR203W	582	488	467	598
YGL150C	2620	2076	1698	2434
YGR134W	2027	1932	1356	1915
YGR095C	917	795	787	1115
YGR214W	26922	22806	66371	48111
YGR269W	38	29	12	15
YGR176W	53	31	44	66
YGL263W	876	734	98	219
YGR057C	517	478	232	389
YGL074C	39	25	5	22
YGR007W	1771	1546	1164	1573
YGR241C	820	757	339	373
YGR127W	842	783	363	591
YGL219C	622	544	238	337
YGL061C	278	331	209	278
YGR083C	1295	1159	1057	1525
YGL038C	3851	3268	1350	2943
YGL047W	709	710	454	425
YGR244C	10223	8948	4648	5287
YGR289C	1536	971	407	475
YGL089C	126	107	60	79
YGL180W	1851	1293	356	530
YGR146C	2147	2061	338	722
YGL149W	7	5	7	9
YGL242C	1396	1275	1084	1151
YGR106C	16638	15586	10500	15298
YGR004W	1512	1351	1065	1310
YGR209C	10159	9301	4344	6056
YGR052W	783	809	255	578
YGR158C	892	742	761	1098
YGR003W	916	895	636	940
YGR219W	5	4	0	2
YGL247W	547	460	188	447
YGR170W	2246	1821	1122	1530
YGR246C	1332	1053	996	1194
YGL183C	18	19	10	13
YGR160W	6	10	3	5
YGR204C-A	116	100	28	81
YGR039W	240	204	36	97
YGL059W	1392	1251	398	738
YGL123W	29706	25794	31181	60125
YGL099W	1075	941	825	1388
YGR102C	693	558	163	315
YGL233W	3344	3271	1934	2218
YGL072C	1	1	0	0
YGL056C	1440	1066	714	1202
YGR104C	690	591	303	430
YGR240C	72195	58979	78978	72553
YGR243W	496	436	144	253
YGR275W	211	203	217	293
YGL088W	1	0	0	0
YGR020C	4517	3956	3349	4192
YGR100W	2046	1804	1068	1482
YGR231C	4064	3509	1249	2231
YGR215W	399	301	239	367
YGR018C	44	35	26	47
YGL152C	1	0	0	0
YGL212W	154	91	60	90
YGL066W	362	360	210	301
YGL060W	1568	1541	790	1174
YGL185C	853	719	434	554
YGR145W	635	627	1207	1866
YGL011C	4224	3707	2009	2646
YGR147C	2711	2258	1586	1886
YGR036C	638	654	387	820
YGL122C	2987	2411	1062	952
YGL261C	11	10	4	1
YGL041C	0	0	0	0
YGR099W	2201	1896	1119	1192
YGR046W	1582	1431	455	744
YGL188C-A	46	37	26	94
YGR216C	2679	2582	1146	1965
tG(UCC)G	3	2	0	1
YGR047C	1261	1099	916	1359
YGR238C	1205	853	210	436
YGR282C	54190	45288	22440	33148
YGL132W	23	19	8	10
tA(AGC)G	0	0	0	1
YGR169C	690	669	541	643
YGR063C	214	202	94	230
YGR256W	1901	1686	79	257
YGL036W	2417	1955	352	717
YGR192C	730244	597287	1217379	899068
YGL191W	5664	4943	1777	2573
YGR051C	90	75	17	32
YGR013W	969	772	684	687
YGR123C	1350	1149	1603	2332
YGL209W	873	799	436	665
YGL163C	674	445	184	442
YGR296C-A	0	0	0	0
YGL178W	1951	1696	291	713
YGL092W	5089	4287	3283	5409
YGR132C	7513	6637	3954	4168
YGL208W	954	746	291	539
tL(GAG)G	7	2	8	18
YGR059W	66	29	28	28
YGR114C	1	0	1	1
YGR128C	1990	1993	2366	3342
YGL246C	835	729	714	990
YGL190C	2380	2017	514	1018
YGR033C	2058	1893	1385	1860
YGL112C	2124	1917	1426	2149
YGL001C	3810	3573	3369	4320
YGR168C	723	670	340	489
YGL093W	1280	1130	573	783
YGR120C	508	406	331	437
YGR027C	17871	15508	12903	28864
YGL259W	546	440	105	175
YGR294W	7	8	5	6
YGR124W	19461	16975	18065	19683
YGL103W	137	124	236	281
YGL062W	5882	4510	2753	3888
YGR049W	428	406	300	414
snR39	401	359	157	361
YGR076C	845	703	411	542
YGL161C	4416	4123	1416	2918
YGR062C	1081	855	1010	1106
tV(AAC)G1	12	5	8	15
YGL237C	477	410	194	236
YGR024C	1699	1522	860	1399
YGR184C	10371	7728	4082	5941
YGR292W	562	420	157	213
YGR151C	3	4	0	0
YGL034C	44	44	28	29
YGL067W	2955	2447	2102	3044
YGR072W	197	115	108	185
YGL229C	2234	1901	1014	1342
YGR055W	9628	8361	2467	3967
YGL044C	806	692	455	502
YGL054C	4714	4871	2407	3669
YGL119W	1388	1179	987	1235
YGR068W-A	0	0	0	0
YGR206W	509	471	145	478
YGR121W-A	41	29	17	14
YGL130W	1724	1386	929	1408
YGL042C	306	251	160	274
YGR090W	5162	4795	4168	6379
YGR221C	1958	1594	455	721
YGR143W	7702	6291	2451	4411
tR(UCU)G1	7	4	1	5
YGL218W	0	1	0	0
YGL198W	954	851	450	862
YGL083W	574	447	318	578
tC(GCA)G	0	0	0	2
YGR071C	1189	1211	626	935
YGR259C	5	0	2	1
YGR058W	367	305	143	266
YGL195W	25344	20933	25340	36545
YGL192W	0	0	0	0
YGL206C	28208	23876	18558	24885
YGR060W	10191	9577	11577	13549
YGL257C	1989	1770	1185	1813
YGL236C	803	721	584	884
YGR138C	2825	1989	1254	2494
YGR015C	504	353	270	379
YGL023C	232	187	110	244
YGL144C	1051	802	806	980
YGL071W	594	394	161	264
tK(CUU)G3	2	4	2	1
YGR080W	2034	1614	716	1022
YGL116W	667	513	237	421
YGR035C	41	62	59	148
YGL201C	2001	1680	1705	2151
YGR212W	419	401	194	323
YGR154C	492	447	203	280
YGL241W	1492	1259	1161	1345
YGL262W	45	82	6	14
YGR247W	1022	948	781	780
YGR199W	2318	2200	1213	1947
YGL260W	2	5	4	0
YGR179C	371	323	320	319
YGR011W	91	82	26	72
YGL111W	983	951	1413	1672
snR39B	269	274	62	227
YGR073C	4	6	0	4
YGR155W	15286	13458	15355	18607
YGL114W	2812	2512	1799	2575
YGL255W	422	410	271	497
YGR066C	196	247	63	105
YGR233C	1954	1827	1227	1795
YGR092W	1928	1723	706	1064
YGL041W-A	106	93	37	77
YGR171C	1052	855	517	701
tW(CCA)G2	21	16	0	14
YGL171W	542	498	809	1222
YGL029W	54	56	66	123
YGR040W	1709	1617	1145	1257
YGR220C	1479	1212	915	1006
YGR268C	566	504	283	449
YGL147C	14555	13312	38537	32663
tK(CUU)G1	5	0	2	2
YGR144W	96	87	48	68
YGR178C	9024	7590	4622	6149
YGR113W	687	685	352	582
YGL203C	1857	1470	1171	1537
YGL048C	5187	4467	2379	3282
YGR207C	2912	2826	1670	2181
YGR258C	1058	854	486	598
YGL091C	951	775	367	637
YGR093W	1029	922	701	863
YGR119C	1709	1299	899	1395
YGR213C	275	227	75	199
YGR061C	25511	20487	27507	34930
YGL182C	4	2	0	0
YGR139W	50	27	9	28
YGR121C	616	568	154	352
YGL043W	1231	1109	879	1240
YGR280C	54	55	46	69
YGL085W	532	510	299	386
YGL031C	13815	11783	31213	26920
YGR117C	2256	2057	1360	2142
YGR254W	364350	293553	398854	277540
YGR235C	2719	2279	1080	1784
YGL124C	1165	1084	572	831
YGR236C	800	709	14	14
YGL164C	123	99	79	75
YGR293C	6	4	1	12
tL(CAA)G1	3	0	3	4
YGR264C	8959	7783	13106	14944
YGL234W	18880	16758	29102	34895
YGL109W	51	23	7	24
YGL238W	7631	6815	3001	5533
YGL041C-B	9	18	0	7
YGR056W	655	543	250	593
YGR201C	3323	3139	452	897
YGR239C	485	450	443	563
YGR169C-A	15	17	16	27
YGR185C	7833	6320	4269	7254
YGR189C	4608	3435	1950	3477
YGR022C	4	2	0	0
YGR290W	70	54	16	23
YGL205W	283	252	139	240
tK(CUU)G2	0	0	0	0
YGL221C	1902	1783	1172	1995
YGL108C	82	72	45	73
YGL069C	1	3	0	0
YGL135W	31388	27172	53041	54929
YGR253C	3809	3466	3093	2989
YGL053W	1822	1655	366	683
YGL101W	1132	1037	794	1288
YGR271C-A	222	198	141	344
YGR267C	2758	2500	1329	2299
YGR234W	1861	1598	5617	7383
YGL251C	770	650	350	452
YGL141W	2087	1960	727	1170
YGL245W	20391	16750	16708	21428
YGL007W	140	80	40	68
YGL005C	859	788	330	516
YGL215W	3635	2738	903	1448
YGR173W	1201	1060	1191	1462
YGL249W	43	31	3	9
YGR161W-C	597	466	207	366
YGR229C	2265	2212	2229	2434
YGR070W	3031	2609	400	895
YGR135W	6354	5996	3806	4765
YGL014C-A	0	0	0	0
YGR225W	107	82	46	42
YGL258W	97	75	86	90
tT(UGU)G1	2	5	1	2
YGL139W	3982	3458	2537	3974
YGL172W	1947	1688	1218	1458
YGR088W	4034	4232	783	1021
YGL126W	2533	2364	2061	2416
YGR140W	900	732	547	815
YGR129W	146	101	197	151
YGL027C	3460	2838	4036	4831
tL(CAA)G2	3	2	3	6
YGL231C	1857	1741	539	1431
YGL019W	2287	2090	1537	1630
tR(UCU)G3	121	168	0	16
YGR017W	857	788	737	1049
YGR107W	41	45	29	50
YGL039W	2123	1813	3770	2639
tL(CAA)G3	2	0	2	3
YGL123C-A	0	0	0	0
YGL002W	2442	2343	1463	1817
YGR044C	4363	3937	1854	3065
YGR193C	1871	1545	849	991
YGL033W	103	132	42	44
YGR165W	2651	2237	1941	1964
YGL030W	16616	13152	12842	28542
YGL128C	150	93	20	66
YGL063C-A	0	0	0	0
YGL007C-A	39	40	4	19
YGL175C	407	355	210	257
YGL223C	1192	983	567	808
YGR190C	291	278	46	238
YGL004C	683	564	356	506
YGL148W	6013	5184	8639	8600
YGR281W	9081	8072	5328	6973
tH(GUG)G2	143	79	153	227
tF(GAA)G	9	10	0	1
YGR078C	901	872	695	1022
YGL133W	1484	1179	764	1163
tV(AAC)G2	7	9	4	14
YGR295C	13934	12430	4725	5846
YGR048W	1676	1651	770	1001
YGR065C	2301	2123	945	1332
YGL051W	336	235	148	258
YGL220W	1285	1223	998	1244
YGR019W	7685	7107	2814	3219
YGL010W	1959	1843	257	564
YGL090W	285	259	174	241
YGR054W	3845	3085	2208	3088
YGR174W-A	86	165	2	12
YGL032C	9928	9932	1802	3700
tE(UUC)G2	2	1	0	2
YGL179C	1093	935	529	665
tE(UUC)G3	0	0	0	4
YGR002C	437	389	243	300
YGL134W	1204	1024	546	821
YGL235W	7	3	3	9
YGL006W	8798	7087	2323	3411
YGR028W	1744	1656	705	995
YGR283C	693	688	482	807
YGR249W	532	475	130	288
snR82	67362	55692	25375	46332
snR7-L	8	12	0	2
YGL232W	1053	886	866	1221
YGL157W	600	509	533	820
YGL118C	8	8	2	10
YGR012W	1053	1030	464	817
YGR242W	53	44	6	22
YGR014W	6428	4340	3566	6547
YGR038C-A	0	0	0	0
YGR161C-C	0	0	0	0
YGR027W-A	0	0	0	0
YGR109W-A	0	0	0	0
YGR027W-B	697	381	223	1271
YGR038C-B	155	92	17	166
YGR161C-D	331	207	48	281
YGR161W-A	0	0	0	0
YGR109W-B	194	124	24	87
YGR161W-B	121	79	14	128
YLL050C	17600	14701	11058	15219
YLL032C	894	768	452	714
YLR466W	61	57	51	53
YLR054C	292	240	69	144
YLR437C	465	407	346	399
YLR217W	16	8	0	1
YLL056C	272	229	219	214
YLR128W	364	317	120	218
YLR279W	27	18	4	16
YLR075W	17593	14996	52697	25517
YLR052W	779	720	504	665
YLR159C-A	0	0	0	0
YLR025W	426	321	143	278
YLR049C	1871	1770	820	1135
YLR308W	8	8	0	4
YLR032W	628	569	392	609
ETS2-2	38	47	24	64
YLR251W	2016	1891	548	994
YLR321C	614	608	562	661
YLR327C	4520	3733	535	737
YLR154C-H	0	0	0	0
YLR247C	2829	2372	1130	1761
YLR167W	52375	46881	138704	92361
YLR220W	2354	1781	887	1911
YLR455W	1469	1306	589	739
YLR282C	14	8	5	6
YLR094C	740	645	257	412
YLR272C	1952	1502	1190	1498
YLR264C-A	2282	2524	6073	3831
YLR338W	0	0	0	0
YLR181C	597	482	360	544
YLR458W	7	1	3	5
YLR180W	4840	4618	10624	10952
YLR250W	3447	3182	1687	2441
YLR222C-A	15	10	3	19
YLR424W	729	654	354	531
YLR253W	1687	1440	1051	1211
YLR390W-A	2164	1609	656	1250
YLR233C	752	724	436	602
YLR347W-A	0	0	0	0
YLR117C	591	463	397	548
YLR110C	11495	7665	6283	14633
YLR072W	1004	861	437	692
YLR069C	4330	3745	2854	3077
YLR403W	2441	1658	827	1431
YLR008C	1127	1030	709	1583
YLR231C	4149	3298	3446	5181
YLR264W	3268	2673	4260	6565
YLR164W	789	740	208	246
YLR079W	1277	1164	910	902
YLR103C	728	655	445	543
YLR170C	0	0	0	0
YLR228C	1762	1418	864	1255
YLL036C	1058	804	505	870
YLR467C-A	0	0	0	0
YLR198C	53	53	26	62
snR61	53	93	12	42
YLR411W	201	161	85	168
YLR056W	14902	13335	16623	19107
YLR429W	4352	3737	3731	4093
YLL060C	400	392	333	383
YLR310C	7257	6023	2984	4964
YLR342W	64599	54123	68646	109808
YLR017W	3064	2927	2616	4047
tL(UAG)L2	0	0	0	0
YLR304C	51957	45093	21938	30702
YLL052C	250	199	38	86
YLR027C	10801	8847	6625	11047
YLR214W	2965	3281	650	1411
ITS2-2	7	3	3	15
YLL062C	442	494	205	172
YLR378C	4624	3247	2059	3811
YLR023C	5057	4197	1926	2687
YLR425W	1654	1317	926	1088
YLR073C	890	960	783	1501
YLL008W	1001	1039	1802	2304
YLL063C	558	469	324	419
YLR449W	483	333	429	622
YLL046C	2	2	1	2
YLR089C	2285	1748	2547	3882
RDN18-1	0	0	0	0
YLR020C	1509	1294	1179	1406
YLR190W	3494	2950	1497	1771
YLR045C	1531	1294	1134	1437
YLR285W	728	593	634	987
YLR322W	2	1	1	0
YLR276C	1354	1310	1842	2047
YLR346C	153	142	96	117
YLR156W	0	0	0	0
YLR135W	571	454	331	470
YLR261C	6	8	0	2
YLL066C	33	31	23	13
YLR077W	1219	1107	993	954
YLR144C	2909	2515	1192	1959
YLR414C	6181	5500	1045	2119
YLR030W	130	138	105	201
YLR301W	6294	5412	9477	6914
YLR252W	791	692	192	330
YLR427W	1390	1194	1114	1377
YLR200W	230	208	175	371
YLR150W	21058	17269	49703	25060
YLL021W	1212	1038	1129	1523
YLR078C	749	878	383	704
YLR153C	19944	17366	18476	20350
YLR404W	651	700	358	679
YLR014C	762	748	778	1019
YLL005C	1251	1150	411	812
tQ(UUG)L	0	0	0	2
YLR262C	361	329	242	264
YLR296W	19	5	5	2
YLR234W	303	276	298	202
YLR096W	2749	2425	1977	2440
YLR271W	345	207	180	217
YLR033W	1232	1184	671	1063
YLR278C	1961	1513	1106	1862
YLL055W	2019	1785	657	894
YLR266C	2314	2132	1142	1563
YLL030C	18	2	0	0
YLR323C	294	211	224	311
YLR007W	899	830	602	817
YLR406C-A	12	4	1	2
YLL015W	6102	5009	2915	4200
YLR343W	1017	1050	1010	1421
YLR269C	76	58	14	44
tN(GUU)L	1	0	0	0
YLR210W	539	458	394	459
YLR058C	18012	15488	20610	30186
YLR145W	252	109	111	142
YLR080W	278	247	81	124
YLR443W	1562	1544	756	1131
YLR325C	10603	10815	24177	18107
YLL006W	1490	1488	769	946
YLR074C	553	514	1006	940
RDN5-5	0	0	0	0
YLR311C	59	82	7	11
YLR191W	713	702	429	596
YLR235C	0	0	0	0
YLR364C-A	0	0	0	0
ITS2-1	7	2	3	17
YLR288C	312	253	194	320
YLL001W	3217	2592	977	1926
YLR409C	2903	2636	3870	5040
YLR099C	1831	1533	1232	1576
YLR131C	457	246	142	242
YLR362W	944	763	362	540
YLR256W	6093	4685	4767	6330
YLR068W	14	14	38	32
YLR101C	4	10	1	2
YLR341W	238	228	108	162
YLL054C	1588	1450	804	1188
YLR186W	1355	1366	1172	2165
YLR143W	770	724	572	924
YLR368W	1444	1297	744	961
YLR393W	444	276	129	235
YLR176C	219	145	39	71
YLR126C	333	235	300	356
YLR099W-A	481	351	391	485
YLR423C	473	500	123	222
YLR357W	1472	1235	846	1250
YLR197W	5526	5068	7801	10038
ETS1-1	400	225	592	663
YLR187W	583	444	218	520
RDN5-2	0	0	0	0
YLL034C	651	566	1174	1484
YLL023C	1134	759	251	664
YLR065C	495	452	266	552
YLL031C	6997	6300	3517	5934
YLR419W	1544	1290	1338	1938
YLR149C-A	114	127	16	39
YLR294C	861	1050	54	262
YLR405W	834	694	547	879
YLR157C-C	0	0	0	0
YLR463C	0	0	0	0
YLR026C	573	418	322	313
YLR267W	575	488	196	252
YLR093C	2943	2763	1078	1767
YLR085C	1109	991	690	883
YLR246W	1221	1010	385	787
YLR433C	2868	2354	1244	1680
YLR227C	688	665	306	588
YLR012C	3	3	0	2
YLR111W	62	26	7	23
YLR152C	2870	2639	1001	1757
YLR370C	1965	1531	439	996
YLL026W	64035	54454	9664	12161
YLR289W	669	530	254	343
YLL066W-B	0	0	4	0
YLR114C	1067	821	652	1118
YLR213C	245	236	111	171
YLR146C	746	725	635	975
YLR445W	69	41	37	68
RDN18-2	0	0	0	0
YLR169W	83	73	26	63
YLR202C	336	281	33	157
YLL053C	228	192	106	109
YLR333C	5448	4929	6959	9805
YLR082C	747	750	412	597
YLR193C	210	154	63	142
YLL043W	3275	2552	1737	2255
YLR337C	139	89	34	93
YLL066W-A	0	0	0	0
YLR039C	1545	1206	735	1065
YLR457C	104	109	44	88
YLR377C	467	410	111	202
YLR104W	777	717	350	740
YLR319C	943	832	634	927
YLR184W	15	8	1	3
YLR317W	0	0	0	0
YLL003W	866	773	662	923
YLR004C	251	221	135	207
YLR407W	927	883	848	1028
YLR336C	944	800	954	1322
YLR430W	6478	5145	3288	4789
YLR436C	2646	1923	851	1908
YLR347C	9476	7947	6560	8525
YLR324W	1650	1372	921	1056
tV(AAC)L	4	8	1	4
YLR460C	276	218	149	222
YLR113W	7477	6680	3959	5788
YLR046C	1029	987	371	645
YLR125W	188	124	156	119
YLR196W	1319	1175	1712	3039
YLR363W-A	261	260	489	459
YLL061W	2523	2438	790	1114
YLR119W	374	297	90	187
snR57	475	585	258	365
YLL020C	38	37	3	19
YLR163C	1411	1234	966	1333
YLL014W	2054	1720	1517	2083
YLR129W	2029	1638	2673	3454
tD(GUC)L2	2	0	0	2
YLR173W	961	767	549	713
YLR090W	1237	1142	947	1362
YLR286W-A	0	0	0	0
snR55	101	171	20	46
YLR259C	16839	12815	7310	9665
YLR219W	1509	1307	617	715
YLR401C	836	696	1327	1370
YLL058W	2174	1842	911	1251
YLR177W	6181	5214	2160	3453
YLR415C	43	42	1	15
YLR467W	68	56	33	18
YLR302C	0	0	0	0
YLR185W	8273	7236	12010	15228
YLR060W	10570	9028	10548	12010
YLR313C	465	414	315	432
YLR303W	0	1	0	1
YLR154W-B	0	0	0	0
YLL029W	3342	2810	1263	1563
YLL047W	0	1	0	3
YLR285C-A	228	268	26	238
YLR001C	3718	3334	1214	2026
snR79	70	111	13	37
YLR465C	0	0	0	0
YLR015W	573	545	456	717
YLR432W	18822	15739	31292	36808
YLR081W	255	145	112	154
YLR166C	3055	3077	1274	1869
YLR383W	633	467	506	768
YLR035C	770	672	467	662
YLR044C	445487	337846	451320	437485
YLR293C	11214	9317	9274	13626
YLR399W-A	0	0	0	0
YLR192C	2324	2169	2570	2368
YLR300W	22481	19061	27465	30789
YLR098C	1012	936	369	722
YLR448W	8709	7410	22757	15230
YLR381W	1463	1257	442	747
YLR280C	0	0	0	0
snR44	2341	1999	735	2090
YLR367W	6401	5345	3115	6589
YLR309C	824	545	427	692
YLR299W	1662	1332	455	591
YLR224W	1941	1586	998	1521
YLR029C	45172	39833	76647	65383
YLR373C	1132	866	309	838
YLR092W	1460	1308	394	786
YLL018C-A	469	329	419	290
RDN25-2	0	0	0	0
YLR066W	1472	1388	666	1220
RDN58-1	0	0	0	0
YLR146W-A	278	278	68	231
YLR175W	3319	2837	6597	7124
YLR402W	61	46	9	28
YLR158C	0	0	0	0
YLL051C	4194	3670	1255	2939
YLR314C	2517	2242	1301	1861
YLR438C-A	96	71	58	70
YLR209C	1851	1669	968	1356
YLR019W	2550	2112	1101	1842
YLR123C	31	27	10	14
YLR353W	2155	1931	862	1265
YLR361C	1225	1055	915	1075
YLL033W	225	165	184	194
YLR389C	7189	5753	2972	4515
YLR438W	6384	5282	1831	1825
YLR290C	1614	1360	479	861
YLR270W	5902	5339	1557	1974
YLR194C	1293	1064	809	814
YLR006C	2078	1830	1029	1312
YLR223C	1479	1283	924	1253
YLR195C	2381	2168	1655	2459
YLL016W	3139	2782	857	1173
YLL067W-A	0	0	0	0
YLR398C	2778	2206	1781	2651
YLR418C	739	621	453	672
YLR010C	285	250	117	174
YLR307W	61	52	12	19
YLR356W	1079	1036	158	282
YLR431C	252	207	140	163
YLR109W	10772	9722	2429	5919
tI(UAU)L	6	8	2	8
YLR364W	238	305	134	278
YLR106C	7653	5635	10613	18999
YLR083C	7533	6365	6962	9692
YLR274W	2421	1955	1105	1491
YLR413W	4718	4354	8892	13953
YLR412C-A	13	5	6	9
YLR340W	31308	26625	45380	37977
YLR055C	401	270	204	277
YLR254C	602	512	371	343
YLL017W	266	187	69	152
YLR121C	3878	3416	1290	2162
tA(AGC)L	0	2	0	0
YLL042C	122	110	47	98
YLR157W-D	0	0	0	0
YLR211C	246	218	70	132
YLR400W	62	61	68	105
YLR105C	647	604	430	627
YLR142W	1038	1045	87	152
YLR376C	138	109	74	106
YLR318W	435	442	223	296
YLR239C	801	742	333	457
YLR262C-A	450	377	236	601
tE(UUC)L	1	0	1	5
YLL037W	2	2	0	1
YLR452C	8880	9639	3837	5948
YLR372W	9842	8740	9679	13210
YLR154W-C	0	0	0	0
ETS2-1	2	1	1	2
YLR363C	609	556	439	493
YLR207W	2353	1982	1190	1957
YLR312W-A	1473	1276	789	970
YLR188W	1941	1511	1216	1660
YLR011W	301	251	143	294
YLR159W	0	0	0	0
YLR328W	1283	1019	815	1404
YLR171W	7	11	1	1
YLR241W	9140	8093	3899	5569
YLR245C	433	404	169	365
YLR360W	1723	1485	619	1137
snR30	441120	384174	416359	330447
YLR205C	239	177	97	108
RDN25-1	0	0	0	0
YLR161W	0	0	0	0
YLR287C	786	649	916	1139
YLR366W	6	3	5	10
YLR410W	3489	2916	1795	2789
YLR230W	407	602	50	258
YLR097C	1241	1112	615	679
YLR397C	1661	1467	1324	2332
YLR120C	15140	13403	5568	7515
YLR335W	2223	1845	1498	1760
YLR399C	1999	1603	1499	1793
YLL044W	0	1	2	0
YLR453C	292	332	197	266
YLL057C	299	203	205	217
YLR388W	3794	3313	3931	5891
YLR249W	285524	239730	510119	429261
YLR151C	368	264	150	158
YLR260W	1429	1338	782	948
YLL010C	399	258	160	212
YLR133W	1578	1360	857	973
YLR329W	98	51	85	102
snR6	15	18	2	19
YLL011W	1002	832	1194	1394
YLR384C	7690	6855	8713	10021
YLR203C	6582	5399	2747	3466
YLR156C-A	0	0	0	0
YLR394W	309	253	58	197
YLR021W	679	526	360	551
YLR331C	2	2	2	1
YLR450W	10755	9860	8144	10548
YLR140W	21	33	7	2
YLR157W-E	4	2	0	0
YLR390W	392	312	148	233
YLR291C	3634	3017	2481	3887
RDN5-4	0	0	0	0
YLR408C	157	143	44	56
YLR240W	2126	1846	731	1141
YLR018C	1500	1111	793	1196
YLR344W	5961	4941	6260	9035
YLR412W	718	702	544	827
YLR447C	18015	15867	20168	22885
YLR361C-A	163	112	35	114
YLR112W	399	360	131	292
YLR435W	475	448	495	719
YLR084C	4270	3798	1982	4005
snR34	12733	11798	4786	13371
YLR091W	577	490	452	724
YLR275W	313	224	150	228
YLR102C	351	330	121	254
YLR263W	211	149	79	118
YLR379W	200	165	64	167
tL(UAG)L1	38	29	36	47
YLR459W	2008	1873	889	1835
YLR316C	271	202	242	284
YLR277C	1498	1247	933	1440
tP(UGG)L	2	2	1	11
YLR229C	2824	2609	2663	2862
YLR120W-A	24	29	2	17
YLR048W	38381	32339	86243	74728
YLL059C	122	106	42	96
YLR238W	648	617	236	465
YLR283W	957	854	292	515
YLR298C	352	355	222	292
YLR232W	11	12	2	10
YLR086W	1703	1439	1296	1736
YLR053C	129	108	30	76
YLL041C	12601	11054	2994	3323
YLR330W	2067	1711	1347	1661
YLR244C	7421	6645	5627	7971
YLR299C-A	0	0	0	0
YLL019W-A	0	0	0	0
YLR258W	46844	39248	16882	19045
YLR174W	494	422	116	232
YLR444C	0	0	0	0
YLR315W	167	147	231	160
YLR374C	14	15	2	7
YLR154W-F	0	0	0	0
tR(ACG)L	21	17	0	5
YLR172C	2289	1886	1732	2320
YLR273C	1241	1077	278	409
tK(UUU)L	7	6	1	8
YLL012W	721	596	654	887
YLR022C	911	861	1109	1420
YLR382C	1179	900	478	677
YLR041W	3	5	1	4
YLR466C-A	0	0	0	0
YLR268W	1046	910	1157	986
YLR420W	5668	5102	3289	5970
ITS1-1	6	2	2	8
YLR137W	469	359	196	242
YLR087C	4531	3525	2737	4804
YLL049W	984	968	637	806
tL(CAA)L	24	14	10	29
RDN37-1	0	0	0	0
YLR426W	613	490	405	662
YLL035W	941	848	802	1399
YLL009C	709	565	426	608
YLR036C	451	392	124	337
YLR118C	2628	2448	854	1918
ETS1-2	349	199	665	594
YLR406C	3248	2876	6551	6920
ITS1-2	9	2	3	8
YLR136C	294	315	179	268
YLR385C	154	148	146	195
YLR281C	37	13	5	17
YLR138W	3081	2435	2311	2941
YLL019C	3233	2556	962	1239
YLR284C	320	282	115	195
YLR295C	2563	2384	908	1002
YLR307C-A	2	10	0	7
YLR349W	10	20	2	6
YLR248W	6129	5528	2837	3611
YLL006W-A	5	4	1	3
YLR127C	1217	1056	575	848
