
Geneid	SRR28411569	SRR28411570	SRR28411571	SRR28411572
tT(CGU)K	1	4	1	0
snR69	181	133	58	147
YKR004C	406	319	165	286
YKR092C	717	615	1407	1327
YKL002W	1176	905	977	929
tA(AGC)K1	0	0	0	0
YKL173W	1618	1300	1221	1513
YKL061W	276	277	127	243
YKL139W	821	711	363	637
YKL180W	15876	13666	30617	29998
YKL004W	5125	4297	3176	5515
YKL143W	380	297	718	909
YKL062W	4980	4314	1737	3128
YKL172W	303	213	788	759
YKR014C	2122	1754	954	1138
YKL149C	459	466	255	342
YKR099W	636	434	781	928
YKL110C	1356	1277	932	1365
YKL094W	4341	3869	2882	2833
YKR094C	6919	7143	15438	14402
YKR058W	2764	2060	586	1054
YKL183C-A	49	63	9	32
YKR052C	827	816	520	575
YKL157W	16037	14004	9897	13363
YKL068W-A	1705	1361	893	1174
YKR062W	1121	866	704	880
YKL091C	3049	2566	616	990
YKR073C	25	35	5	37
YKR087C	1603	1427	876	1090
YKL070W	1366	1152	550	854
YKR038C	2223	2005	1024	1735
YKR048C	4392	3765	4216	3265
YKL096W-A	32875	27920	66468	39529
YKL014C	3791	3644	4070	6445
YKR082W	3491	3449	2295	3062
YKR045C	220	127	95	142
YKL018C-A	25	26	10	6
YKL126W	7643	6582	3809	5120
YKR072C	622	500	379	452
YKR075W-A	0	0	0	0
YKL074C	843	792	590	902
YKL087C	711	645	192	419
YKL018W	1318	1211	740	1128
YKL135C	3160	2737	1176	1767
YKL112W	1404	1246	785	1079
YKR085C	1513	1438	835	1415
YKR102W	739	514	90	198
YKL217W	1843	1552	370	643
YKR044W	1132	1147	996	1418
YKR080W	3344	3246	3193	4164
YKL065W-A	187	158	7	47
YKL156C-A	0	0	0	0
YKR068C	1660	1417	786	1554
YKR027W	1419	1207	775	1132
YKL081W	31073	24466	40205	38010
YKR022C	702	714	524	565
YKL083W	0	1	0	2
YKL198C	273	174	113	215
YKR007W	267	248	182	170
YKR078W	489	452	279	381
YKR001C	7998	7217	4788	6682
YKR025W	272	259	229	299
YKL124W	1419	1274	378	561
YKR095W	3263	2562	2421	3565
YKL129C	2227	1755	900	1344
YKL100C	7577	6676	3194	4136
YKL041W	105	92	27	80
YKL221W	110	124	14	27
YKL031W	75	48	15	26
YKR074W	1480	1448	497	1068
YKL138C	909	736	374	718
YKL063C	691	642	302	499
tK(UUU)K	53	16	6	42
YKL024C	1563	1457	1363	2047
YKL086W	77	41	10	12
YKL073W	2732	2218	3148	3332
YKR006C	2400	2394	1783	2047
YKL034W	3254	2663	1496	2165
YKL118W	8	4	1	4
YKL104C	13685	10638	5262	8178
YKL191W	3148	2699	3911	4440
YKR042W	5613	4364	3434	5021
YKR013W	3505	3048	3142	3819
YKR101W	430	370	238	303
YKL039W	11328	9802	4113	5489
YKL214C	812	682	587	759
YKL155C	621	451	282	426
YKL116C	2029	1712	1078	1491
YKR089C	5118	4237	1700	2543
YKR018C	7436	6149	4148	5237
YKR079C	1578	1396	1557	1896
YKL153W	8799	8065	2740	8694
YKL027W	808	754	635	826
YKL100W-A	0	0	0	0
YKL035W	100865	87286	25114	32424
YKL084W	275	200	83	236
YKL207W	4039	3332	3573	4808
YKR066C	19480	15789	7339	7393
YKL117W	3772	3092	1338	2095
YKL140W	3865	3574	1755	2383
YKL007W	3992	3717	2095	2790
YKL051W	1345	1113	528	1025
YKL022C	1526	1350	869	1193
YKL021C	982	909	942	1395
YKL148C	11149	8748	2483	2737
YKL038W	5328	4244	1824	2267
YKL125W	1693	1499	722	1179
YKL048C	795	613	445	659
YKL053W	14	15	2	7
YKR093W	11153	10875	11666	13569
YKL201C	1341	1117	469	907
YKL123W	2	11	0	0
YKL224C	0	0	0	0
YKL077W	7067	6581	5269	6890
YKR103W	891	650	368	637
YKR104W	276	184	173	212
YKR024C	906	738	1222	1743
YKR056W	1040	932	1613	1783
YKL203C	3073	2008	1749	3044
YKR054C	2872	1930	2607	4614
YKR057W	5883	4869	10343	9783
YKL133C	488	401	130	252
tH(GUG)K	9	2	0	11
YKL122C	600	514	261	573
YKR100C	2309	1755	906	1253
YKR083C	213	231	134	222
YKL225W	0	0	0	0
YKL189W	1100	1101	321	625
YKL113C	659	479	671	888
tV(AAC)K2	2	3	2	3
YKL213C	2413	1923	1179	1631
YKL154W	1112	937	956	1097
YKR063C	809	779	760	995
YKL163W	2100	1590	96	173
YKL174C	3247	2976	1902	2492
YKL134C	808	641	386	562
YKR011C	1295	1168	384	574
YKL005C	1231	1078	559	706
YKL069W	584	631	624	854
YKL006W	16213	14671	32889	36538
YKL187C	1146	1035	307	460
YKL111C	5	6	0	14
YKR035W-A	0	0	0	0
YKL182W	94581	80877	170335	166082
YKL099C	639	692	1193	1021
YKL179C	1677	1576	1154	1739
YKL047W	1288	1142	939	1234
YKL049C	364	286	347	332
YKL220C	625	578	191	313
YKL183W	870	836	877	976
YKL181W	5818	5120	6373	8425
YKL088W	435	381	286	407
YKL209C	12243	11870	10054	14312
tL(CAA)K	0	0	0	3
YKR019C	669	422	350	480
YKR012C	55	48	16	23
YKL166C	513	510	589	659
YKL016C	11973	10407	3060	4529
YKR086W	1306	1079	727	1115
tR(ACG)K	0	9	1	1
YKL141W	15956	14543	4939	6440
YKL065C	9646	8214	3634	4322
YKL013C	2458	2250	1639	1810
YKL040C	851	744	602	720
YKR061W	2158	1982	1429	1550
YKL096W	3223	3177	1981	3204
YKR050W	2233	1942	1184	1466
YKL170W	67	63	26	50
YKR046C	6236	5773	3772	3836
YKL210W	25399	22347	19070	21176
YKR002W	1919	1548	740	1107
YKL015W	2163	1898	1151	1505
snR87	106	98	47	121
YKL009W	1510	1476	2178	3147
YKL108W	309	285	197	263
YKR097W	455	401	106	190
YKL071W	1116	965	562	720
YKL075C	538	402	258	285
YKL206C	1014	839	376	743
tD(GUC)K	2	0	0	1
YKL195W	3094	2561	1653	1899
YKL130C	1173	1182	532	950
YKL064W	4551	3865	2118	3013
YKR026C	1626	1454	1512	1839
YKL076C	86	97	11	49
YKL188C	524	500	218	209
YKL196C	2578	2461	1519	2442
snR42	42839	48657	11133	24112
YKR105C	144	130	42	110
YKL109W	5657	4193	2826	3181
YKR071C	3022	2598	1607	2082
YKL168C	1092	906	349	662
YKL102C	16	38	13	5
YKR090W	1349	1132	565	873
YKR036C	571	567	488	770
YKL202W	5	10	1	9
YKR084C	2280	2029	1884	2172
YKL216W	16912	15149	12062	19114
YKR055W	765	697	381	569
YKL219W	2516	2186	1799	1848
YKL020C	2816	1993	966	1509
YKL178C	95	95	132	159
YKL067W	9559	8523	3605	5294
YKL097C	18	20	33	15
YKL095W	393	297	202	243
YKR031C	2843	2539	1700	2444
YKL036C	87	71	6	19
YKR088C	1920	1620	1052	1809
YKL151C	4674	4188	950	1599
YKL105C	1002	828	266	432
YKL169C	9	4	5	4
YKL150W	10818	9713	1680	3415
YKL023C-A	466	369	341	567
YKL138C-A	226	234	69	225
YKL082C	83	46	86	139
YKR070W	1949	1789	2062	2019
YKR021W	1185	1104	464	814
YKR016W	2343	2094	817	910
YKR033C	0	0	0	0
YKR059W	25650	21806	16313	33688
YKR069W	709	694	230	458
YKR053C	501	528	365	602
YKL218C	380	382	182	291
YKL167C	719	664	199	474
tE(UUC)K	2	4	0	15
YKL142W	7265	6768	1973	2222
YKL011C	510	400	362	435
YKL160W	771	608	509	581
YKL144C	806	815	569	848
YKL055C	567	499	402	579
YKR043C	1901	1638	1599	2280
YKR039W	672	707	140	230
YKL019W	2235	1729	1400	2086
YKL184W	3037	2757	1632	2401
YKR029C	1210	1138	616	729
YKL176C	7767	7062	5088	6527
YKL033W-A	4657	4281	2955	5013
YKL090W	610	633	273	446
YKR041W	17	9	19	13
YKL010C	4503	3636	1745	2602
YKL032C	326	234	115	262
YKR051W	2801	2543	909	1452
YKR098C	1573	1433	657	685
YKL175W	5738	5287	3213	5024
YKL120W	1268	1161	1085	1505
YKL222C	1152	1097	301	514
YKL092C	1322	1221	665	966
YKL068W	2369	1747	1582	2395
YKR009C	817	715	258	368
tA(AGC)K2	1	0	0	0
YKR028W	4771	3600	2906	3615
YKR076W	1639	1361	464	600
YKR106W	395	315	137	257
YKL197C	958	800	621	995
YKL152C	76047	61717	67799	83480
YKL093W	3109	2789	457	726
YKL080W	23870	19384	19162	21957
YKL185W	535	317	197	411
YKR081C	948	883	1362	1932
YKR035C	1	1	1	1
YKL101W	2821	2301	1346	2307
YKR008W	972	787	342	616
tW(CCA)K	19	12	2	2
YKL056C	46460	40521	39818	57051
YKL156W	1367	1293	2358	2616
YKL162C	546	429	78	166
YKL192C	1902	1744	856	1497
YKR064W	1313	1276	727	890
YKL017C	909	789	378	573
YKL204W	378	282	122	169
YKL190W	1706	1507	1215	1570
YKL211C	3166	2929	2761	3578
YKL115C	79	67	10	45
YKL107W	226	203	72	102
YKL127W	4593	3565	5173	6008
YKL165C-A	31	26	10	30
YKR049C	1677	1643	822	825
YKL052C	486	413	305	336
YKL053C-A	1506	1203	697	1021
YKL121W	1679	1455	485	727
tN(GUU)K	15	4	0	9
YKL050C	298	185	130	189
YKL194C	1934	1667	1016	1255
YKR037C	849	803	390	740
YKL059C	1009	777	698	722
YKL205W	2867	2886	1966	2824
YKL137W	871	854	427	594
YKR015C	143	73	10	62
YKL146W	4618	4085	1772	2426
YKR003W	2965	2731	2229	2136
YKL028W	1030	811	728	716
YKR010C	619	486	317	444
YKL193C	1834	1741	442	799
tK(CUU)K	11	12	0	10
YKL212W	7068	6546	6304	7236
YKL147C	23	17	0	2
YKL054C	2297	1855	1487	1561
snR38	125	135	15	69
YKR096W	2214	1799	686	1155
YKL006C-A	1102	1017	519	820
YKL164C	8301	7282	6736	10795
YKL145W-A	0	0	0	0
YKL026C	1641	1519	242	437
YKL044W	27	31	0	15
YKL089W	242	258	134	261
YKR077W	172	125	24	112
YKR095W-A	275	253	101	251
YKL079W	1275	1122	776	1082
YKL161C	819	676	189	287
YKL159C	222	157	47	125
YKR030W	1769	1919	1035	1239
YKL037W	28	14	25	25
YKL042W	411	342	286	290
YKR020W	258	236	111	217
YKL012W	864	665	540	638
YKL106W	1897	1603	1238	2550
YKR075C	358	296	237	352
YKR065C	2491	2225	959	1939
YKL043W	631	379	241	366
YKL045W	993	896	747	1104
YKR060W	584	463	664	876
YKL085W	11957	9821	4644	5019
YKL165C	5088	4828	3776	6446
YKL003C	1117	917	346	846
YKL072W	559	480	362	612
YKL177W	3	2	1	3
YKL186C	1399	1288	535	1021
snR64	130	126	52	119
YKR032W	5	4	0	2
YKL132C	923	788	366	518
YKL223W	0	0	0	0
YKL078W	300	294	596	1004
YKL001C	631	704	270	592
YKR040C	1	3	1	2
YKL046C	975	735	586	853
YKR017C	1907	1761	564	957
YKL058W	1955	1597	1721	2083
YKL208W	450	422	258	334
YKR005C	259	252	111	186
YKR034W	6	6	2	0
YKL060C	472933	382146	802933	667068
YKL030W	36	20	11	35
YKL162C-A	25	24	2	19
YKR091W	320	253	59	73
YKL096C-B	3	2	0	0
YKL171W	1726	1528	798	1158
YKL025C	670	522	356	531
YKL023W	244	199	143	134
tR(UCU)K	26	10	8	16
YKL215C	1981	1603	1062	1469
YKL136W	47	58	0	14
YKL033W	1493	1424	957	1375
YKR023W	179	138	121	146
YKR067W	1784	1382	538	941
YKL098W	1070	946	596	769
YKL114C	726	688	388	864
YKL145W	4010	3422	1993	2854
YKL057C	6674	6360	2848	4636
YKL106C-A	14	12	2	3
YKL128C	3903	3864	2805	2883
YKL008C	6651	6347	6740	7576
YKL029C	2088	1631	1508	2989
YKR047W	242	213	53	302
YKL066W	2387	2317	624	1231
YKL119C	718	586	512	565
YEL041W	690	548	234	273
YER011W	539	342	2174	2176
YER158W-A	26	22	1	12
snR53	19	46	2	13
YER056C-A	5576	4816	6833	9819
YEL067C	134	96	90	85
YEL054C	4579	4082	4117	7671
YEL047C	10523	8203	6788	8377
YER146W	52	51	9	81
YER159C	174	152	49	106
YER084W	9	2	0	1
YER183C	816	726	614	935
YEL009C-A	7	7	0	5
YEL059C-A	97	81	8	58
YER172C	4233	3503	3042	4126
YER092W	521	553	257	524
YEL008C-A	0	0	0	0
YEL032W	3909	3428	2909	3607
YEL010W	2	5	0	6
YEL040W	3831	3136	3902	5064
YEL059W	31	33	4	8
YER105C	5212	4646	3771	5549
YEL053C	1792	1568	1318	1937
YEL046C	9355	8213	10097	7528
YER137C	30	21	2	19
YER013W	979	815	632	949
YER147C-A	264	210	87	270
YEL036C	1038	873	989	988
YER094C	5634	4951	2801	3489
YER038C	529	512	184	303
YEL034W	0	0	0	0
YER144C	1577	1312	479	890
YER069W	1844	1660	1126	1588
YEL066W	489	473	310	563
YER161C	331	278	225	278
YER131W	8102	7200	12518	12894
YER027C	1510	1281	1093	1137
tH(GUG)E2	20	32	8	13
YER088C-A	33	34	94	64
YER002W	321	241	255	426
YEL062W	726	591	219	364
YEL074W	12	11	1	9
YER142C	633	529	220	217
YER035W	3816	3138	844	1272
YER145C	2095	1925	2386	2332
YER176W	958	805	822	1122
YER071C	577	558	268	475
YER150W	17509	15702	1145	3160
YER177W	37960	32796	27739	34722
YER123W	1886	1534	950	1247
YEL018W	112	64	64	121
YER116C	341	259	247	350
YER043C	17707	15320	18981	21850
YEL004W	972	898	413	692
YER141W	8059	6548	3006	4801
YER170W	528	535	181	333
YER047C	307	216	180	241
YER132C	2992	2360	1608	2411
YEL068C	312	296	81	233
YER080W	4325	3714	1963	2654
YER052C	2475	2054	2596	3486
YER070W	8259	7022	8917	17363
YEL007W	1175	718	224	524
tE(UUC)E2	15	9	22	27
YER068C-A	9	7	0	3
YER115C	208	145	352	253
tS(AGA)E	3	1	0	1
YER076C	369	293	191	315
YEL021W	0	0	0	0
YEL026W	1346	1141	847	1699
YER040W	667	484	248	439
YEL016C	1066	927	642	1008
YER012W	3722	3181	1502	2308
YER190W	271	209	33	24
YER185W	187	171	49	62
YER189W	66	54	18	9
YEL060C	14670	12085	2963	3703
YEL052W	3872	3170	1568	2483
YER149C	466	406	294	366
YER111C	1367	1088	393	621
YER081W	1282	1066	1062	1349
YER010C	2052	1823	929	1567
YER018C	464	310	339	320
YEL076C	13	13	19	21
YEL018C-A	0	1	0	0
YER072W	2502	2288	1994	2492
YER093C	1296	1099	750	1242
YER178W	30723	25341	15956	23476
YER030W	614	462	695	563
YER128W	165	130	75	140
YER003C	5716	4415	4828	6468
YER163C	1470	1228	926	1191
YEL005C	430	374	180	224
YER173W	488	516	239	426
YEL065W	945	835	363	827
YEL055C	3021	2912	4005	5226
YER029C	246	259	116	193
YER089C	2017	1695	2114	2201
YER179W	62	86	51	90
YEL011W	26726	21953	5815	9399
YER166W	7766	6398	6986	7220
YER061C	994	988	831	1489
YER082C	881	889	1226	1653
YER118C	1193	958	714	1183
YER152C	1229	1002	1272	1217
YER107C	1531	1374	660	1365
YER020W	1669	1534	803	913
YER125W	15226	11007	7417	10044
YER122C	4210	3803	3207	3720
YER038W-A	1	0	0	0
YER057C	3876	3049	1899	3275
YEL033W	126	113	23	103
YER006W	1648	1498	2779	3173
YER007W	324	242	149	247
YER078W-A	16	11	2	1
tA(UGC)E	6	2	0	7
YEL002C	16586	14468	9821	14655
YEL064C	1278	1077	639	1038
YER103W	16864	15159	1448	1865
YER007C-A	1671	1659	1266	2058
snR80	462	857	47	215
YER093C-A	381	376	216	338
YER120W	1742	1404	1372	1714
YER033C	690	566	152	312
YER054C	1256	1103	219	338
tV(AAC)E2	3	0	0	4
YER164W	1748	1217	1028	1516
YER139C	486	480	304	445
snR52	399	334	131	353
YEL042W	6049	5011	5381	7013
YER190C-A	0	0	0	0
tS(UGA)E	10	6	8	24
YER008C	3673	2982	1530	2571
YER114C	1497	1248	797	1337
YER034W	227	179	146	147
YEL008W	9	15	16	13
YER014W	1157	873	377	557
YER143W	1671	1530	519	890
YER053C-A	707	749	59	126
YER028C	237	181	108	201
YER048C	2121	1771	1501	1788
YER044C	4642	3940	1635	2943
YEL039C	1702	1486	119	329
YER053C	6871	5810	1485	2016
tQ(UUG)E1	0	0	0	2
YEL034C-A	7	6	0	7
YER155C	8486	6401	5536	9583
snR4	15204	14499	4071	15757
YER050C	1497	1252	614	861
YER031C	1532	1417	1178	1344
YER037W	2752	2812	297	531
YEL049W	93	59	34	78
tQ(UUG)E2	0	2	0	0
YEL006W	2308	1972	1332	1993
YER100W	1403	1282	862	1156
YER181C	46	40	53	47
YER015W	1104	952	623	925
YER129W	3740	3149	1975	2490
YER172C-A	0	0	0	0
tR(UCU)E	0	2	0	1
YEL072W	330	235	92	153
YEL075C	7	4	2	5
YER048W-A	1754	1489	850	1762
YER051W	945	843	401	629
YER171W	1538	1442	1629	1579
YER078C	1827	1464	715	1026
YER169W	1301	1063	728	987
YEL003W	628	622	514	715
YEL077W-A	0	0	0	0
YEL017C-A	4111	3551	1469	3530
YER133W	10127	8823	3475	5964
YER152W-A	1	0	0	0
YER060W	1446	1201	712	1238
YER186C	1142	1023	1101	1142
YER188W	322	264	118	56
YEL045C	11	17	4	11
YER022W	1685	1470	927	1151
YER148W-A	2	8	0	4
YER157W	1793	1625	1512	1846
YER014C-A	0	0	0	0
YEL076C-A	16	22	1	15
YEL038W	2069	1885	1868	1765
YER066W	583	442	278	338
YER098W	1865	1597	611	797
YEL035C	49	65	18	28
RPR1	175062	163286	50518	102097
YER063W	874	687	622	823
YER127W	332	304	300	452
YER154W	743	640	335	701
YER032W	550	450	172	442
YER180C-A	102	78	87	64
YEL071W	9249	7331	8728	12422
tK(CUU)E2	2	3	0	0
YEL057C	50	82	25	62
YEL069C	226	173	83	119
YEL043W	842	588	298	645
YER096W	371	310	30	63
YER017C	3751	3305	1732	2311
YEL019C	58	80	52	109
YER009W	9578	8443	9520	9825
YER104W	350	316	188	278
YER067W	0	0	0	0
SCR1	4932830	4149139	2517163	2778847
YER044C-A	146	125	40	99
YER101C	535	426	208	323
YER121W	190	197	40	77
YER019C-A	2973	2835	1913	3361
tE(UUC)E1	7	1	1	11
YEL050C	1920	1550	1021	1363
YER062C	6653	5661	5741	5971
YER006C-A	3	2	0	2
YER016W	640	587	564	659
YEL025C	5745	4939	2480	3670
YER024W	1074	1002	555	701
YER023W	5279	4318	3786	6163
YER079W	423	348	76	170
YER136W	9174	7987	3083	5221
YER151C	1146	708	517	852
YEL029C	824	794	608	1095
YER065C	1859	1642	1144	1224
YEL050W-A	90	77	32	66
YER085C	1	0	0	0
YER147C	948	870	700	817
YER064C	2842	2536	1212	1631
YER119C	3684	3204	1169	1809
YEL020C-B	0	0	0	0
YER068W	1468	1203	481	830
YER158C	658	401	159	406
YER138W-A	535	795	193	266
YER130C	3118	2810	1243	1707
YEL015W	1559	1443	911	1305
tK(CUU)E1	122	90	32	69
YER153C	361	292	219	260
YER137W-A	0	0	0	1
YER113C	2959	2546	1466	2278
YEL030W	521	460	250	268
YER083C	2510	2034	991	1935
YER167W	3170	2893	1507	2225
YEL032C-A	0	0	0	0
YEL073C	311	247	46	132
tV(AAC)E1	1	0	0	2
YER005W	2553	2111	1729	2558
YER102W	8741	8042	10462	18938
YER046W	313	324	106	183
YER023C-A	0	0	0	0
YEL031W	28882	26149	24564	32743
YER075C	847	827	591	985
YER073W	3256	2971	2692	3632
YEL027W	27536	22922	18155	30051
YEL024W	8400	7630	1559	2307
YER049W	2735	2431	3843	4792
YER175W-A	64	65	4	24
YEL037C	1315	1146	863	920
YER134C	583	480	185	371
YER088C	1341	701	489	1021
YER175C	823	651	303	431
tG(GCC)E	1	1	2	2
YER021W	10624	9286	4236	5588
YER004W	5253	4418	1661	2701
YER087C-A	43	33	15	40
YEL017W	1369	1148	1355	1467
YER106W	19	12	8	8
YER066C-A	127	133	21	47
YER117W	14813	13243	18298	32478
YER145C-A	28	21	13	25
YER076W-A	57	65	17	49
YER187W	67	80	58	35
snR14	2712	2986	621	1267
YER046W-A	9	15	3	7
YER168C	1871	1593	808	1263
YER124C	7645	7064	11902	14137
SRG1	1291	1147	513	1276
YER095W	2027	1532	752	1262
YEL028W	338	278	128	316
YER045C	701	622	159	314
YER088W-B	0	0	0	0
YER086W	3772	2817	3175	4602
YER188C-A	0	0	1	0
YER148W	1027	942	677	1011
YEL022W	3906	3311	2282	3262
YEL001C	6811	6019	3235	6160
YER056C	5951	5234	9810	11907
YER087C-B	643	521	541	742
YEL013W	12803	10929	7134	8423
YER074W	11425	9441	26722	23518
tE(UUC)E3	0	0	0	0
YER133W-A	149	175	44	88
YER119C-A	12	15	3	3
YEL063C	5033	4133	2001	3279
YEL051W	7436	6631	6102	8698
YER190C-B	0	0	0	0
YEL061C	1321	1225	812	1130
YER059W	1085	858	486	723
YER091C-A	8	5	0	1
YER140W	863	797	546	945
YEL056W	1109	1000	768	1047
YER084W-A	0	0	0	0
YER036C	8848	7782	12473	16273
YEL009C	9883	7271	12376	10518
YER079C-A	2	1	0	1
YEL053W-A	5	2	1	12
tM(CAU)E	2	0	3	4
YEL030C-A	9	5	4	7
YEL014C	139	175	14	54
YER156C	1693	1472	3131	2919
YER162C	325	216	156	236
YER090W	2838	2262	2143	2880
YER074W-A	1886	1558	869	1393
YER041W	1006	1046	571	758
YER165C-A	194	110	70	196
YER097W	118	85	24	73
YER112W	754	749	228	554
YER090C-A	0	0	0	0
YER067C-A	5	3	0	1
snR67	622	738	262	393
tH(GUG)E1	54	50	7	9
YER174C	815	696	750	1019
YER107W-A	161	164	59	141
YER026C	9125	8479	3552	5660
YER099C	2300	1925	1364	1782
YEL048C	167	162	254	230
YEL070W	231	166	54	82
YER025W	7116	5886	7681	9419
YEL075W-A	10	7	3	6
YER126C	1041	945	1880	2141
tI(AAU)E1	1	1	0	2
YER182W	1326	1160	353	732
YER165W	12838	9417	9039	13826
YEL058W	6225	5629	7104	6161
YER060W-A	359	332	290	360
YER184C	1096	979	453	625
YEL012W	855	773	237	380
YEL020W-A	202	167	103	214
YER077C	661	563	562	632
YER039C	163	136	85	145
YER042W	1142	1139	398	792
YER019W	3044	2773	2357	2556
YER039C-A	96	94	39	73
YER058W	279	169	108	144
YER110C	21226	18626	28426	33781
YER135C	177	168	57	109
YEL023C	632	495	408	476
YEL077C	707	539	381	361
tI(AAU)E2	9	3	3	3
YER001W	4963	4659	2323	3520
YEL020C	1409	1296	497	827
YEL044W	613	518	422	508
YER180C	212	167	202	251
YER087W	1129	836	481	667
YER055C	4874	4373	4301	7565
tR(ACG)E	0	3	0	0
YER091C	33411	32531	23615	25290
YER138C	56	32	7	74
YER137C-A	0	0	0	0
YER159C-A	0	0	0	0
YER160C	199	96	22	148
YHR094C	164	156	431	943
YHL031C	257	212	83	180
YHL002W	1191	1097	717	755
YHR219C-A	0	0	0	0
YHR045W	2867	2494	2374	2857
YHR084W	1232	1116	658	1089
YHR126C	8	1	0	2
tS(AGA)H	4	2	2	0
YHR125W	6	1	6	4
YHR206W	1602	1311	848	1239
YHR097C	1607	1239	213	474
YHR005C-A	2147	1876	1117	2533
YHR193C-A	0	0	0	1
YHR007C	27210	23134	35242	37517
YHR214C-D	0	0	0	0
YHR212W-A	0	0	0	0
YHR184W	83	97	50	135
YHR132C	4680	4171	3105	3583
YHR182C-A	1	1	0	1
YHR025W	5414	4297	5626	5968
YHR055C	0	0	0	0
YHR073W	3837	3073	2224	3149
YHL015W-A	86	86	16	44
YHR064C	24078	20710	20799	25223
YHL041W	12	21	6	2
YHR143W	2667	2347	3445	6649
YHR052W-A	0	0	0	0
YHL047C	920	741	771	1183
YHR175W-A	257	333	22	93
YHR003C	1032	865	597	1046
YHL032C	3159	2673	1723	1777
YHR154W	1155	1086	889	1267
YHR031C	1097	838	910	1168
YHL042W	96	122	78	94
YHR022C-A	23	26	28	66
YHR180C-B	0	0	0	0
YHR106W	934	914	352	551
YHR186C	1659	1289	1041	1674
YHL029C	2414	1923	1081	1966
YHR048W	1028	852	1121	1190
YHR039C-A	4128	3552	6607	5106
YHR073W-A	0	0	0	0
YHR035W	378	314	176	296
YHR165C	5027	3570	2664	4511
YHL006C	176	150	145	164
YHL025W	1448	1186	1001	1073
YHR172W	1059	904	528	824
YHR002W	940	743	275	495
YHR016C	4798	4251	2135	1992
RUF5-2	10	10	1	5
YHR079C	2821	2412	1822	2466
YHR169W	586	523	1024	1083
YHR054C	59	46	18	44
YHR065C	1023	903	1243	1374
YHR088W	270	293	363	589
tH(GUG)H	0	2	0	0
YHR093W	176	147	157	100
YHL036W	2288	2141	570	1252
YHR100C	787	727	255	783
YHR105W	179	119	91	101
YHR056C	1018	819	471	739
YHR135C	764	608	313	684
YHR180W	190	181	89	106
YHR086W	4487	3943	1769	2547
YHR146W	2151	1752	1560	1900
YHR195W	2160	1699	941	1048
YHR119W	3237	2583	1345	1895
YHR033W	2008	1681	910	936
YHR024C	3604	3118	2003	3027
YHL043W	305	275	143	213
YHL039W	1839	1811	1715	2156
YHR059W	596	670	344	579
YHL048C-A	8	7	0	0
YHR026W	12357	10339	5097	11539
YHR160C	150	92	39	69
YHR085W	453	403	654	660
YHR113W	6080	4917	4095	4304
YHR175W	1903	1655	512	946
YHR148W	338	334	348	594
YHR208W	3598	3027	2574	4775
YHR001W	2537	2244	1124	1418
YHR131C	1972	1530	1168	1372
YHR049C-A	328	364	101	237
YHR086W-A	4	3	0	8
YHR141C	11051	9348	33240	22413
YHR170W	3043	2917	5892	6977
YHL021C	14241	12615	1986	3285
YHR078W	2571	2460	1210	2436
YHR007C-A	418	460	32	164
YHL044W	716	679	211	375
YHR214W-A	15	3	9	5
YHR161C	2586	2169	1009	1134
YHR074W	9177	8082	6357	7311
YHR164C	981	742	446	728
YHL006W-A	30	26	14	36
YHR204W	2531	2253	1591	2668
YHL002C-A	5	9	0	6
YHL030W-A	1	0	0	0
tF(GAA)H2	1	2	0	2
YHR163W	4065	3673	7354	5886
YHL046C	11	10	12	11
YHR056W-A	0	0	0	0
YHL004W	1410	966	438	967
YHL009C	295	297	201	305
YHR138C	2352	2232	280	625
YHR166C	692	622	418	498
YHR151C	2577	2216	1055	1721
YHL014C	669	599	314	611
YHR021C	17018	14514	17781	31449
YHR198C	2102	1887	533	1126
YHL034C	2076	1660	1095	1624
YHR124W	306	342	216	400
YHR011W	422	348	276	439
YHR096C	1678	1433	212	246
YHR185C	15	4	1	0
YHR190W	7418	6492	4221	4931
YHR075C	1275	1074	518	796
YHR117W	2025	1561	1042	1798
YHR109W	606	488	348	482
YHR207C	1133	891	957	1004
YHR132W-A	1072	862	541	915
YHR015W	64	70	43	46
YHL015W	26779	24009	52083	41146
YHR090C	587	535	312	333
YHR189W	723	607	300	413
YHR001W-A	3204	2781	162	888
YHR070C-A	55	52	41	104
YHR108W	3126	2695	1824	3161
YHR006W	1750	1404	717	1011
YHR147C	1643	1502	756	1477
YHR180W-A	0	0	0	0
YHR092C	63238	46679	49374	68350
YHR080C	4872	4244	1346	1723
YHL045W	17	29	2	14
YHR022C	119	105	89	172
YHL027W	3815	3246	1947	2385
YHL003C	6946	6014	3194	5350
YHR070W	436	323	801	565
YHR150W	911	745	506	678
YHR133C	4341	3782	2495	4653
YHR215W	133	123	142	169
YHL020C	1412	1271	1218	1016
YHR101C	941	909	467	689
YHR046C	877	707	468	882
YHR095W	1	3	5	2
YHR182W	351	306	210	338
YHR098C	12554	10863	6421	9928
YHR145C	0	2	0	12
YHR120W	727	590	660	885
YHL030W	10976	10016	4758	5446
tV(CAC)H	2	2	4	4
YHR051W	4359	4040	2166	2107
YHR130C	76	76	11	26
YHR149C	1899	1656	959	1593
YHR127W	451	462	381	584
YHR194W	1880	1584	933	975
YHR213W-A	0	0	0	0
YHR032C-A	36	11	6	39
YHR203C	23409	18928	27352	36494
YHR168W	456	321	225	287
YHR167W	403	338	408	445
YHR050W	6499	5413	2879	3718
